disparityBoltSub,29,1,1531371804215,1531371804398 183
disparityBolt,29,198
mergeBolt,29,1
partitionBolt,93,6
reprojectionBolt,29,10
index,29,overallLatency,7299
partitionBolt,8,21
rectificationBolt,99,9
disparityBoltSub,35,0,1531371804229,1531371804425 196
disparityBoltSub,35,1,1531371804230,1531371804394 164
disparityBolt,35,196
mergeBolt,35,2
rectificationBolt,14,7
partitionBolt,99,5
partitionBolt,14,3
rectificationBolt,20,5
reprojectionBolt,35,11
index,35,overallLatency,6704
partitionBolt,20,4
rectificationBolt,26,5
partitionBolt,26,4
disparityBoltSub,41,0,1531371804325,1531371804458 133
disparityBoltSub,41,1,1531371804304,1531371804428 124
disparityBolt,41,154
mergeBolt,41,1
rectificationBolt,32,5
partitionBolt,32,3
reprojectionBolt,41,10
index,41,overallLatency,6112
rectificationBolt,38,6
partitionBolt,38,4
rectificationBolt,44,6
partitionBolt,44,3
rectificationBolt,50,5
VideoSpout,101,0
partitionBolt,50,4
disparityBoltSub,59,0,1531371804371,1531371804492 121
disparityBoltSub,59,1,1531371804375,1531371804499 124
disparityBolt,59,128
mergeBolt,59,2
rectificationBolt,56,5
reprojectionBolt,59,11
index,59,overallLatency,4289
rectificationBolt,101,8
partitionBolt,56,7
partitionBolt,101,6
rectificationBolt,62,7
partitionBolt,62,3
disparityBoltSub,9,0,1531371804400,1531371804523 123
disparityBoltSub,9,1,1531371804400,1531371804528 128
disparityBolt,9,128
mergeBolt,9,2
rectificationBolt,68,6
partitionBolt,68,3
reprojectionBolt,9,12
index,9,overallLatency,9458
rectificationBolt,74,9
partitionBolt,74,3
rectificationBolt,80,7
disparityBoltSub,53,0,1531371804386,1531371804554 168
disparityBoltSub,53,1,1531371804357,1531371804488 131
disparityBolt,53,197
mergeBolt,53,1
partitionBolt,80,4
reprojectionBolt,53,9
index,53,overallLatency,4955
rectificationBolt,86,6
partitionBolt,86,4
rectificationBolt,92,6
partitionBolt,92,3
disparityBoltSub,3,0,1531371804314,1531371804479 165
disparityBoltSub,3,1,1531371804459,1531371804580 121
disparityBolt,3,266
mergeBolt,3,1
rectificationBolt,98,6
partitionBolt,98,3
reprojectionBolt,3,10
index,3,overallLatency,10123
VideoSpout,102,0
disparityBoltSub,15,0,1531371804475,1531371804620 145
disparityBoltSub,15,1,1531371804489,1531371804621 132
disparityBolt,15,146
mergeBolt,15,2
disparityBoltSub,47,0,1531371804326,1531371804474 148
disparityBoltSub,47,1,1531371804480,1531371804626 146
disparityBolt,47,300
mergeBolt,47,2
reprojectionBolt,15,8
index,15,overallLatency,8934
disparityBoltSub,21,0,1531371804499,1531371804636 137
disparityBoltSub,21,1,1531371804429,1531371804548 119
disparityBolt,21,207
mergeBolt,21,1
reprojectionBolt,47,9
index,47,overallLatency,5637
disparityBoltSub,71,0,1531371804431,1531371804566 135
disparityBoltSub,71,1,1531371804523,1531371804632 109
disparityBolt,71,201
mergeBolt,71,1
reprojectionBolt,21,9
index,21,overallLatency,8335
reprojectionBolt,71,8
index,71,overallLatency,3205
disparityBoltSub,65,0,1531371804415,1531371804547 132
disparityBoltSub,65,1,1531371804529,1531371804648 119
disparityBolt,65,233
mergeBolt,65,2
reprojectionBolt,65,8
index,65,overallLatency,3824
disparityBoltSub,27,0,1531371804493,1531371804612 119
disparityBoltSub,27,1,1531371804548,1531371804663 115
disparityBolt,27,170
mergeBolt,27,1
reprojectionBolt,27,9
index,27,overallLatency,7748
rectificationBolt,4,11
partitionBolt,4,10
VideoSpout,103,0
disparityBoltSub,33,0,1531371804567,1531371804703 136
disparityBoltSub,33,1,1531371804555,1531371804698 143
disparityBolt,33,148
mergeBolt,33,1
rectificationBolt,10,10
reprojectionBolt,33,8
index,33,overallLatency,7173
partitionBolt,10,8
rectificationBolt,16,13
partitionBolt,16,33
disparityBoltSub,45,0,1531371804633,1531371804753 120
disparityBoltSub,45,1,1531371804649,1531371804768 119
disparityBolt,45,135
mergeBolt,45,2
rectificationBolt,22,11
reprojectionBolt,45,9
index,45,overallLatency,5981
partitionBolt,22,6
disparityBoltSub,63,0,1531371804616,1531371804739 123
disparityBoltSub,63,1,1531371804663,1531371804778 115
disparityBolt,63,162
mergeBolt,63,1
reprojectionBolt,63,8
index,63,overallLatency,4158
disparityBoltSub,57,0,1531371804637,1531371804772 135
disparityBoltSub,57,1,1531371804672,1531371804788 116
disparityBolt,57,151
mergeBolt,57,1
rectificationBolt,28,13
reprojectionBolt,57,7
index,57,overallLatency,4779
VideoSpout,104,0
partitionBolt,28,7
rectificationBolt,34,11
rectificationBolt,104,7
partitionBolt,104,5
disparityBoltSub,39,0,1531371804632,1531371804818 186
disparityBoltSub,39,1,1531371804581,1531371804699 118
disparityBolt,39,237
mergeBolt,39,1
partitionBolt,34,11
reprojectionBolt,39,9
index,39,overallLatency,6678
disparityBoltSub,77,0,1531371804700,1531371804834 134
disparityBoltSub,77,1,1531371804549,1531371804668 119
disparityBolt,77,285
mergeBolt,77,1
rectificationBolt,40,12
partitionBolt,40,7
reprojectionBolt,77,9
index,77,overallLatency,2791
rectificationBolt,46,11
partitionBolt,46,7
rectificationBolt,52,13
partitionBolt,52,7
disparityBoltSub,51,0,1531371804748,1531371804881 133
disparityBoltSub,51,1,1531371804622,1531371804752 130
disparityBolt,51,259
mergeBolt,51,1
reprojectionBolt,51,9
index,51,overallLatency,5484
disparityBoltSub,81,0,1531371804754,1531371804875 121
disparityBoltSub,81,1,1531371804769,1531371804889 120
disparityBolt,81,135
mergeBolt,81,1
rectificationBolt,58,13
disparityBoltSub,95,0,1531371804739,1531371804861 122
disparityBoltSub,95,1,1531371804773,1531371804897 124
disparityBolt,95,158
mergeBolt,95,1
reprojectionBolt,81,7
index,81,overallLatency,2438
VideoSpout,105,0
partitionBolt,58,9
reprojectionBolt,95,9
index,95,overallLatency,1019
disparityBoltSub,89,0,1531371804699,1531371804900 201
disparityBoltSub,89,1,1531371804753,1531371804882 129
disparityBolt,89,201
mergeBolt,89,1
reprojectionBolt,89,8
index,89,overallLatency,1637
rectificationBolt,105,6
rectificationBolt,64,13
partitionBolt,105,10
partitionBolt,64,7
rectificationBolt,70,21
partitionBolt,70,8
rectificationBolt,76,13
partitionBolt,76,7
rectificationBolt,82,14
partitionBolt,82,7
VideoSpout,106,0
disparityBoltSub,83,0,1531371804621,1531371804747 126
disparityBoltSub,83,1,1531371804819,1531371804995 176
disparityBolt,83,374
mergeBolt,83,2
rectificationBolt,88,13
reprojectionBolt,83,9
index,83,overallLatency,2351
disparityBoltSub,87,0,1531371804881,1531371805014 133
disparityBoltSub,87,1,1531371804887,1531371805016 129
disparityBolt,87,135
mergeBolt,87,1
partitionBolt,88,6
reprojectionBolt,87,10
index,87,overallLatency,1955
disparityBoltSub,99,0,1531371804861,1531371804984 123
disparityBoltSub,99,1,1531371804913,1531371805025 112
disparityBolt,99,164
mergeBolt,99,1
rectificationBolt,94,13
partitionBolt,94,6
reprojectionBolt,99,18
index,99,overallLatency,754
disparityBoltSub,93,0,1531371804897,1531371805038 141
disparityBoltSub,93,1,1531371804789,1531371804907 118
disparityBolt,93,249
mergeBolt,93,1
reprojectionBolt,93,9
index,93,overallLatency,1374
rectificationBolt,100,18
partitionBolt,100,9
rectificationBolt,106,13
partitionBolt,106,8
VideoSpout,107,0
disparityBoltSub,69,0,1531371804704,1531371804841 137
disparityBoltSub,69,1,1531371804901,1531371805110 209
disparityBolt,69,406
mergeBolt,69,1
rectificationBolt,107,8
reprojectionBolt,69,9
index,69,overallLatency,3881
partitionBolt,107,4
rectificationBolt,0,9
partitionBolt,0,11
rectificationBolt,6,12
partitionBolt,6,30
disparityBoltSub,75,0,1531371804997,1531371805182 185
disparityBoltSub,75,1,1531371804834,1531371804948 114
disparityBolt,75,348
mergeBolt,75,1
reprojectionBolt,75,9
index,75,overallLatency,3342
rectificationBolt,12,10
partitionBolt,12,6
VideoSpout,108,0
rectificationBolt,18,9
partitionBolt,18,6
rectificationBolt,24,10
partitionBolt,24,5
rectificationBolt,30,10
partitionBolt,30,12
rectificationBolt,36,11
partitionBolt,36,7
rectificationBolt,42,9
disparityBoltSub,101,0,1531371805149,1531371805283 134
disparityBoltSub,101,1,1531371805151,1531371805264 113
disparityBolt,101,134
mergeBolt,101,1
partitionBolt,42,8
reprojectionBolt,101,10
index,101,overallLatency,799
rectificationBolt,48,10
VideoSpout,109,0
partitionBolt,48,7
rectificationBolt,54,10
partitionBolt,54,5
rectificationBolt,60,11
partitionBolt,60,5
rectificationBolt,66,10
partitionBolt,66,6
rectificationBolt,72,9
partitionBolt,72,6
rectificationBolt,78,9
partitionBolt,78,5
rectificationBolt,84,10
partitionBolt,84,5
VideoSpout,110,0
rectificationBolt,90,9
partitionBolt,90,6
rectificationBolt,110,7
partitionBolt,110,4
rectificationBolt,96,9
partitionBolt,96,5
rectificationBolt,102,9
partitionBolt,102,5
rectificationBolt,108,9
partitionBolt,108,6
VideoSpout,111,0
rectificationBolt,111,7
partitionBolt,111,6
disparityBoltSub,4,0,1531371805402,1531371805531 129
disparityBoltSub,4,1,1531371805212,1531371805333 121
disparityBolt,4,319
mergeBolt,4,2
reprojectionBolt,4,11
index,4,overallLatency,10969
disparityBoltSub,10,0,1531371805418,1531371805546 128
disparityBoltSub,10,1,1531371805283,1531371805402 119
disparityBolt,10,263
mergeBolt,10,1
reprojectionBolt,10,9
index,10,overallLatency,10370
disparityBoltSub,16,0,1531371805286,1531371805417 131
disparityBoltSub,16,1,1531371805425,1531371805549 124
disparityBolt,16,263
mergeBolt,16,2
reprojectionBolt,16,8
index,16,overallLatency,9766
disparityBoltSub,28,0,1531371805419,1531371805553 134
disparityBoltSub,28,1,1531371805277,1531371805417 140
disparityBolt,28,276
mergeBolt,28,1
reprojectionBolt,28,8
index,28,overallLatency,8548
disparityBoltSub,22,0,1531371805363,1531371805484 121
disparityBoltSub,22,1,1531371805409,1531371805555 146
disparityBolt,22,192
mergeBolt,22,1
reprojectionBolt,22,8
index,22,overallLatency,9171
VideoSpout,112,0
rectificationBolt,112,9
partitionBolt,112,4
disparityBoltSub,40,0,1531371805537,1531371805663 126
disparityBoltSub,40,1,1531371805333,1531371805452 119
disparityBolt,40,330
mergeBolt,40,1
reprojectionBolt,40,9
index,40,overallLatency,7419
disparityBoltSub,46,0,1531371805547,1531371805671 124
disparityBoltSub,46,1,1531371805532,1531371805644 112
disparityBolt,46,139
mergeBolt,46,1
reprojectionBolt,46,9
index,46,overallLatency,6784
disparityBoltSub,52,0,1531371805418,1531371805555 137
disparityBoltSub,52,1,1531371805550,1531371805673 123
disparityBolt,52,255
mergeBolt,52,1
reprojectionBolt,52,9
index,52,overallLatency,6185
disparityBoltSub,64,0,1531371805553,1531371805679 126
disparityBoltSub,64,1,1531371805418,1531371805547 129
disparityBolt,64,261
mergeBolt,64,1
reprojectionBolt,64,8
index,64,overallLatency,4971
VideoSpout,113,0
rectificationBolt,113,7
partitionBolt,113,3
disparityBoltSub,88,0,1531371805555,1531371805691 136
disparityBoltSub,88,1,1531371805675,1531371805796 121
disparityBolt,88,241
mergeBolt,88,2
reprojectionBolt,88,9
index,88,overallLatency,2632
disparityBoltSub,76,0,1531371805664,1531371805796 132
disparityBoltSub,76,1,1531371805591,1531371805708 117
disparityBolt,76,205
mergeBolt,76,1
VideoSpout,114,0
reprojectionBolt,76,9
index,76,overallLatency,3865
disparityBoltSub,82,0,1531371805675,1531371805799 124
disparityBoltSub,82,1,1531371805644,1531371805751 107
disparityBolt,82,155
mergeBolt,82,1
reprojectionBolt,82,8
index,82,overallLatency,3263
disparityBoltSub,100,0,1531371805680,1531371805804 124
disparityBoltSub,100,1,1531371805548,1531371805671 123
disparityBolt,100,256
mergeBolt,100,2
rectificationBolt,114,12
partitionBolt,114,4
reprojectionBolt,100,9
index,100,overallLatency,1443
disparityBoltSub,58,0,1531371805484,1531371805602 118
disparityBoltSub,58,1,1531371805697,1531371805833 136
disparityBolt,58,349
mergeBolt,58,1
disparityBoltSub,107,0,1531371805709,1531371805850 141
disparityBoltSub,107,1,1531371805605,1531371805728 123
disparityBolt,107,245
mergeBolt,107,1
reprojectionBolt,58,18
index,58,overallLatency,5737
reprojectionBolt,107,8
index,107,overallLatency,755
disparityBoltSub,34,0,1531371805696,1531371805856 160
disparityBoltSub,34,1,1531371805248,1531371805359 111
disparityBolt,34,608
mergeBolt,34,1
reprojectionBolt,34,9
index,34,overallLatency,8226
disparityBoltSub,12,0,1531371805728,1531371805869 141
disparityBoltSub,12,1,1531371805751,1531371805857 106
disparityBolt,12,141
mergeBolt,12,2
reprojectionBolt,12,15
index,12,overallLatency,10497
VideoSpout,115,0
disparityBoltSub,0,0,1531371805797,1531371805922 125
disparityBoltSub,0,1,1531371805692,1531371805814 122
disparityBolt,0,230
mergeBolt,0,1
reprojectionBolt,0,12
index,0,overallLatency,11772
disparityBoltSub,30,0,1531371805799,1531371805937 138
disparityBoltSub,30,1,1531371805729,1531371805835 106
disparityBolt,30,208
mergeBolt,30,2
reprojectionBolt,30,11
index,30,overallLatency,8717
disparityBoltSub,105,0,1531371805453,1531371805590 137
disparityBoltSub,105,1,1531371805834,1531371805976 142
disparityBolt,105,523
mergeBolt,105,1
reprojectionBolt,105,9
index,105,overallLatency,1085
disparityBoltSub,6,0,1531371805850,1531371805988 138
disparityBoltSub,6,1,1531371805798,1531371805916 118
disparityBolt,6,190
mergeBolt,6,2
reprojectionBolt,6,10
index,6,overallLatency,11221
disparityBoltSub,48,0,1531371805870,1531371806004 134
disparityBoltSub,48,1,1531371805858,1531371805967 109
disparityBolt,48,146
mergeBolt,48,1
VideoSpout,116,0
reprojectionBolt,48,10
index,48,overallLatency,6913
disparityBoltSub,70,0,1531371805857,1531371806024 167
disparityBoltSub,70,1,1531371805360,1531371805482 122
disparityBolt,70,664
mergeBolt,70,2
rectificationBolt,116,7
reprojectionBolt,70,8
index,70,overallLatency,4693
partitionBolt,116,5
disparityBoltSub,36,0,1531371805922,1531371806046 124
disparityBoltSub,36,1,1531371805815,1531371805935 120
disparityBolt,36,231
mergeBolt,36,1
reprojectionBolt,36,11
index,36,overallLatency,8212
disparityBoltSub,66,0,1531371805938,1531371806077 139
disparityBoltSub,66,1,1531371805836,1531371805948 112
disparityBolt,66,241
mergeBolt,66,2
reprojectionBolt,66,11
index,66,overallLatency,5155
disparityBoltSub,94,0,1531371805603,1531371805728 125
disparityBoltSub,94,1,1531371805977,1531371806109 132
disparityBolt,94,506
mergeBolt,94,2
VideoSpout,117,0
reprojectionBolt,94,9
index,94,overallLatency,2336
disparityBoltSub,42,0,1531371805989,1531371806123 134
disparityBoltSub,42,1,1531371805917,1531371806037 120
disparityBolt,42,206
mergeBolt,42,1
reprojectionBolt,42,11
index,42,overallLatency,7675
rectificationBolt,117,6
disparityBoltSub,84,0,1531371806004,1531371806139 135
disparityBoltSub,84,1,1531371805968,1531371806081 113
disparityBolt,84,171
mergeBolt,84,1
partitionBolt,117,8
reprojectionBolt,84,11
index,84,overallLatency,3384
disparityBoltSub,72,0,1531371806047,1531371806177 130
disparityBoltSub,72,1,1531371805936,1531371806054 118
disparityBolt,72,241
mergeBolt,72,2
reprojectionBolt,72,11
index,72,overallLatency,4645
disparityBoltSub,106,0,1531371806025,1531371806192 167
disparityBoltSub,106,1,1531371805483,1531371805604 121
disparityBolt,106,709
mergeBolt,106,1
reprojectionBolt,106,9
index,106,overallLatency,1200
disparityBoltSub,102,0,1531371806078,1531371806212 134
disparityBoltSub,102,1,1531371805949,1531371806058 109
disparityBolt,102,263
mergeBolt,102,2
VideoSpout,118,0
reprojectionBolt,102,10
index,102,overallLatency,1626
rectificationBolt,118,9
partitionBolt,118,5
disparityBoltSub,18,0,1531371805805,1531371805924 119
disparityBoltSub,18,1,1531371806110,1531371806250 140
disparityBolt,18,445
mergeBolt,18,1
reprojectionBolt,18,11
index,18,overallLatency,10257
disparityBoltSub,78,0,1531371806123,1531371806262 139
disparityBoltSub,78,1,1531371806038,1531371806158 120
disparityBolt,78,224
mergeBolt,78,2
reprojectionBolt,78,10
index,78,overallLatency,4117
VideoSpout,119,0
rectificationBolt,119,8
partitionBolt,119,5
disparityBoltSub,24,0,1531371806193,1531371806355 162
disparityBoltSub,24,1,1531371805671,1531371805792 121
disparityBolt,24,684
mergeBolt,24,8
reprojectionBolt,24,11
index,24,overallLatency,9757
disparityBoltSub,54,0,1531371805925,1531371806042 117
disparityBoltSub,54,1,1531371806250,1531371806389 139
disparityBolt,54,464
mergeBolt,54,1
reprojectionBolt,54,9
index,54,overallLatency,6686
VideoSpout,120,0
rectificationBolt,120,7
partitionBolt,120,5
disparityBoltSub,108,0,1531371806310,1531371806448 138
disparityBoltSub,108,1,1531371806055,1531371806180 125
disparityBolt,108,393
mergeBolt,108,2
disparityBoltSub,113,0,1531371806315,1531371806453 138
disparityBoltSub,113,1,1531371806057,1531371806184 127
disparityBolt,113,396
mergeBolt,113,1
reprojectionBolt,108,10
index,108,overallLatency,1256
reprojectionBolt,113,8
index,113,overallLatency,752
disparityBoltSub,118,0,1531371806343,1531371806468 125
disparityBoltSub,118,1,1531371806252,1531371806361 109
disparityBolt,118,216
mergeBolt,118,1
reprojectionBolt,118,9
index,118,overallLatency,257
disparityBoltSub,60,0,1531371806356,1531371806510 154
disparityBoltSub,60,1,1531371805793,1531371805928 135
disparityBolt,60,717
mergeBolt,60,2
reprojectionBolt,60,9
index,60,overallLatency,6197
VideoSpout,121,0
disparityBoltSub,90,0,1531371806047,1531371806163 116
disparityBoltSub,90,1,1531371806390,1531371806541 151
disparityBolt,90,494
mergeBolt,90,2
reprojectionBolt,90,10
index,90,overallLatency,3175
disparityBoltSub,112,0,1531371806449,1531371806572 123
disparityBoltSub,112,1,1531371806382,1531371806497 115
disparityBolt,112,190
mergeBolt,112,1
reprojectionBolt,112,8
index,112,overallLatency,971
disparityBoltSub,120,0,1531371806455,1531371806580 125
disparityBoltSub,120,1,1531371806485,1531371806603 118
disparityBolt,120,148
mergeBolt,120,2
reprojectionBolt,120,9
index,120,overallLatency,189
VideoSpout,122,0
disparityBoltSub,114,0,1531371806498,1531371806633 135
disparityBoltSub,114,1,1531371806160,1531371806279 119
disparityBolt,114,473
mergeBolt,114,1
reprojectionBolt,114,10
index,114,overallLatency,832
rectificationBolt,122,8
disparityBoltSub,96,0,1531371806510,1531371806656 146
disparityBoltSub,96,1,1531371805928,1531371806056 128
disparityBolt,96,728
mergeBolt,96,1
partitionBolt,122,19
reprojectionBolt,96,9
index,96,overallLatency,2680
disparityBoltSub,117,0,1531371806154,1531371806294 140
disparityBoltSub,117,1,1531371806573,1531371806680 107
disparityBolt,117,526
mergeBolt,117,3
reprojectionBolt,117,9
index,117,overallLatency,577
VideoSpout,123,0
rectificationBolt,123,6
partitionBolt,123,7
disparityBoltSub,111,0,1531371806657,1531371806803 146
disparityBoltSub,111,1,1531371806180,1531371806308 128
disparityBolt,111,623
mergeBolt,111,1
reprojectionBolt,111,9
index,111,overallLatency,1305
VideoSpout,124,0
rectificationBolt,124,8
partitionBolt,124,4
disparityBoltSub,123,0,1531371806767,1531371806885 118
disparityBoltSub,123,1,1531371806769,1531371806887 118
disparityBolt,123,120
mergeBolt,123,2
reprojectionBolt,123,8
index,123,overallLatency,166
VideoSpout,125,0
disparityBoltSub,119,0,1531371806361,1531371806485 124
disparityBoltSub,119,1,1531371806804,1531371806938 134
disparityBolt,119,577
mergeBolt,119,1
rectificationBolt,125,9
reprojectionBolt,119,10
index,119,overallLatency,625
partitionBolt,125,4
disparityBoltSub,124,0,1531371806858,1531371806985 127
disparityBoltSub,124,1,1531371806888,1531371807002 114
disparityBolt,124,144
mergeBolt,124,1
reprojectionBolt,124,8
index,124,overallLatency,180
VideoSpout,126,0
rectificationBolt,126,8
partitionBolt,126,5
disparityBoltSub,125,0,1531371806959,1531371807106 147
disparityBoltSub,125,1,1531371807003,1531371807121 118
disparityBolt,125,162
mergeBolt,125,2
reprojectionBolt,125,9
index,125,overallLatency,199
VideoSpout,127,0
disparityBoltSub,126,0,1531371807062,1531371807199 137
disparityBoltSub,126,1,1531371807107,1531371807235 128
disparityBolt,126,173
mergeBolt,126,2
VideoSpout,128,0
reprojectionBolt,126,9
index,126,overallLatency,214
rectificationBolt,128,8
partitionBolt,128,7
VideoSpout,129,0
rectificationBolt,129,7
partitionBolt,129,7
VideoSpout,130,0
rectificationBolt,130,8
partitionBolt,130,4
disparityBoltSub,129,0,1531371807382,1531371807507 125
disparityBoltSub,129,1,1531371807391,1531371807504 113
disparityBolt,129,125
mergeBolt,129,1
reprojectionBolt,129,11
index,129,overallLatency,181
VideoSpout,131,0
rectificationBolt,131,7
partitionBolt,131,4
disparityBoltSub,130,0,1531371807469,1531371807601 132
disparityBoltSub,130,1,1531371807467,1531371807596 129
disparityBolt,130,134
mergeBolt,130,2
reprojectionBolt,130,8
index,130,overallLatency,170
VideoSpout,132,0
rectificationBolt,132,8
partitionBolt,132,12
disparityBoltSub,131,0,1531371807602,1531371807719 117
disparityBoltSub,131,1,1531371807573,1531371807681 108
disparityBolt,131,146
mergeBolt,131,1
reprojectionBolt,131,9
index,131,overallLatency,186
VideoSpout,133,0
disparityBoltSub,132,0,1531371807684,1531371807830 146
disparityBoltSub,132,1,1531371807683,1531371807806 123
disparityBolt,132,147
mergeBolt,132,2
reprojectionBolt,132,10
index,132,overallLatency,200
VideoSpout,134,0
rectificationBolt,134,8
partitionBolt,134,5
VideoSpout,135,0
rectificationBolt,135,9
partitionBolt,135,9
VideoSpout,136,0
rectificationBolt,136,8
partitionBolt,136,4
disparityBoltSub,135,0,1531371807981,1531371808118 137
disparityBoltSub,135,1,1531371807985,1531371808122 137
disparityBolt,135,141
mergeBolt,135,3
reprojectionBolt,135,10
index,135,overallLatency,191
VideoSpout,137,0
rectificationBolt,137,8
partitionBolt,137,4
disparityBoltSub,136,0,1531371808085,1531371808225 140
disparityBoltSub,136,1,1531371808085,1531371808200 115
disparityBolt,136,140
mergeBolt,136,2
reprojectionBolt,136,8
index,136,overallLatency,190
VideoSpout,138,1
rectificationBolt,138,7
partitionBolt,138,3
disparityBoltSub,137,0,1531371808174,1531371808311 137
disparityBoltSub,137,1,1531371808177,1531371808300 123
disparityBolt,137,137
mergeBolt,137,2
reprojectionBolt,137,8
index,137,overallLatency,175
VideoSpout,139,0
disparityBoltSub,138,0,1531371808314,1531371808444 130
disparityBoltSub,138,1,1531371808272,1531371808398 126
disparityBolt,138,172
mergeBolt,138,2
VideoSpout,140,0
reprojectionBolt,138,10
index,138,overallLatency,206
rectificationBolt,140,8
partitionBolt,140,7
VideoSpout,141,0
rectificationBolt,141,8
partitionBolt,141,5
VideoSpout,142,0
rectificationBolt,142,8
partitionBolt,142,5
disparityBoltSub,141,0,1531371808580,1531371808710 130
disparityBoltSub,141,1,1531371808614,1531371808749 135
disparityBolt,141,169
mergeBolt,141,2
VideoSpout,143,0
reprojectionBolt,141,7
index,141,overallLatency,204
rectificationBolt,143,9
partitionBolt,143,4
disparityBoltSub,142,0,1531371808682,1531371808834 152
disparityBoltSub,142,1,1531371808683,1531371808807 124
disparityBolt,142,152
mergeBolt,142,2
reprojectionBolt,142,8
